,Category,Label,text
235,Happy Customer,2,"@ABuckvold Verizon. I just switched from Sprint so I can get service up north. My husband has been with Verizon for years, always has service."
236,Potential New Customer,5,@urgranpappy Sprint sucks!!!! Go with At&amp;t t or Verizon babe !
237,Poor service,4,@optimum @OptimumHelp The worst customer service worse than Verizon! I contacted customer service an hour ago still not  heard a reply. I'm sure when I do hear a response it will be to inform me optimum is unable to offer assistance and I have to call the
238,Happy Customer,2,"@LoveNBaseball02 I had AT&amp;T, then t-mobile, now Verizon lol. Verizon has been the best so far. but it also depends on where you are cause my sister lives in Orlando and has great service with t-mobile &amp; no problems at all. but it was awful here wh"
239,Churning/Lost customer,1,Cancelling Verizon asap
240,Poor service,4,@BigUrbSports @verizon That’s too long
241,Poor service,4,@WestOProblems My friend said you can try unlimited data but eventually Verizon slows your internet down when you reach a data point regardless
242,Happy Customer,2,@twin2814 @verizon Wow
243,Poor service,4,"@VZWSupport Yes, it does it both indoors and outdoors. Today it has just been horrible. Usually it’s bearably slow and today it’s barely working. &amp; I’m the only one with Verizon in my household"
244,Potential New Customer,5,@LoveNBaseball02 I just switched to verizon from t-mobile. it was awful
245,Poor service,4,Hey @verizon what the hell is going on?! Im trying to watch #UFC223 and you keep cutting out!!!
246,Potential New Customer,5,"@verizon hello, do you guys have a twitter account that can give me a quote if I switch from ATT?  I have 4 lines"
247,Churning/Lost customer,1,I’m gonna switch from Verizon to Optimum/Altice next month.
248,Poor service,4,Why have unlimited data if it truly isn’t unlimited? #Verizon you bunch of liars.
249,Potential New Customer,5,@RockaPunch Need Verizon ???
250,Poor service,4,2/2. So when you want to cancel your phone service @verizon says it’ll be $160 early termination fee. Good luck collecting that money. @verizon you guys can go pound sand. I’m done with you.
251,Happy Customer,2,I’m telling y’all switch to Verizon !
252,Potential New Customer,5,Beware buying #iPhone from @ATTWireless they use @goEnjoy I enjoyed the worst customer experience in my life today. I wish I found this link before buying. I hope it helps someone. Switching to @verizon tomorrow. https://t.co/Kd3vCQY4Hu
253,Poor service,4,The struggle of having Verizon out here ?
254,Happy Customer,2,Finally switched to Verizon and couldn’t be happier
255,Potential New Customer,5,"Me @ Sprint: ""We have to break up. I'm going to Verizon."" Sprint: ""Why, what's up?""Me: ""Honestly it's you, not me. Don't make this harder than it needs to be Chad"""
256,Churning/Lost customer,1,Ya girl switched from @verizon to @sprint &amp; the customer service is WAY better &amp; you get free Hulu with lower prices so tbh fuck @verizon
257,Happy Customer,2,@ABuckvold Has to be Verizon. I had Sprint and I move about the whole state every week and It was horrible. Very few gaps in Verizon coverage.
258,Poor service,4,@verizon what’s up with this network congestion everywhere I go ????? what’s being done to fix the problem? Data everywhere is almost unusable
259,Poor service,4,@verizon “unlimited streaming” can’t even load a YouTube video lmao swear you’re becoming the worst company now smh time to switch
260,Potential New Customer,5,@TMobileHelp @JohnLegere But I'm truly thinking of going back to Verizon
261,Poor service,4,This Verizon Up thing totally effing sucks. “Here’s a completely useless reward credit!” I’d rather not get a reward than this slap in the face
262,Churning/Lost customer,1,RT @SFCONLINE: Tired of @verizon wireless and @VZWSupport poor customer service? Retweet this and let them know. It is time switch and get…
263,Churning/Lost customer,1,RT @SFCONLINE: Tired of @verizon wireless and @VZWSupport poor customer service? Retweet this and let them know. It is time switch and get…
264,Churning/Lost customer,1,RT @SFCONLINE: Tired of @verizon wireless and @VZWSupport poor customer service? Retweet this and let them know. It is time switch and get…
265,Churning/Lost customer,1,"Ah, now I see.  I'm not on Verizon."
266,Poor service,4,"@KARNAGEclan @ApollosMission Just want to say watch out for this scammer and the ""Verizon Or sprint Method"" It is a scam that will make it so that they put your number into xbox or ps4 and they can buy shit that will charge to your phone everyone watch ou"
267,Poor service,4,"Verizon, T-Mobile, AT&amp;T Cell towers kill. https://t.co/ACoVG3UpSd"
268,Happy Customer,2,RT @ItsAvdo: @JohnLegere @verizon This dude talk hella shit it kills me hahahah I have Verizon. Best service I’ve ever had. 100%
269,Happy Customer,2,@devinairem @cdotharrison Same man. Had AT&amp;T and TMobile. I’ve been happy with Verizon for the last 6 years.
270,Happy Customer,2,@cdotharrison 3. I love Verizon
271,Poor service,4,"@tmalerux @badamo_michael I tried as well, Verizon’s customer service blows."
272,Happy Customer,2,RT @MelissaSChapman: When you have a network like @verizon you can snap ?800 #selfies (and your husband can’t complain because you have unl…
273,Happy Customer,2,@kylegriffin1 Who's left? @ATT ? I need to know whether I gotta jump ship to Verizon.
274,Poor service,4,Verizon  customer service is the worst. I dread having to ever contact them. But several days without wifi is reason to finally call them. This treatment is disturbing. #verizon
275,Happy Customer,2,@MSUfinalfouru @sprint I would recommend @verizon. Best cell and data service. You will pay a little more but worth it.
276,Poor service,4,"https://t.co/iWu5PAqM5pSilently ending another perk I see, @TMobile. I’m really starting to get concerned, you’re starting to act like @verizon taking away all our perks! First taking away unlimited in Mexico and Canada, now this! What happened to the Un-Carrier, @JohnLegere?"
277,Poor service,4,Verizon keeps fucking my family over. We should have never tried it out.
278,Poor service,4,The @verizon service in #westpalmbeach is horrible
279,Happy Customer,2,@JohnLegere @verizon This dude talk hella shit it kills me hahahah I have Verizon. Best service I’ve ever had. 100%
280,Poor service,4,verizon isn’t loading for shit I really hate them
281,Higher Price,3,@cdotharrison Have had two. @sprint and now have @TMobile . If @verizon wasn’t so damn expensive I probably wouldn’t mind going to them but I’m okay with where I am at now.
282,Poor service,4,"RT @EmEds7: I will never do the phone ""upgrade"" program through Verizon again. The biggest headache of my last 3 months and still haven't r…"
283,Happy Customer,2,RT @MelissaSChapman: When you have a network like @verizon you can snap ?800 #selfies (and your husband can’t complain because you have unl…
284,Poor service,4,"RT @EmEds7: Definitely looking for other ways to purchase/upgrade phones in the future. @verizon basically takes your old phone, never pays…"
285,Poor service,4,"Recently switch to @verizon , TMobile coverage was way better and faster. #regrets #cellphone"
286,Happy Customer,2,Got a new phone today and the dude at Verizon put the screen protector on for me which was very nice and helpful BUT THERES A HAIR UNDER IT
287,Poor service,4,@VZWNow hour and a half to get malfunctioning phone fixed. Still on hold for 10 min after 2 dropped calls and invalid Claim. I smell a rat - hate Verizon - family of 5 is OUT!!
288,Churning/Lost customer,1,RT @SFCONLINE: Tired of @verizon wireless and @VZWSupport poor customer service? Retweet this and let them know. It is time switch and get…
289,Poor service,4,Verizon really be pissing me off
290,Happy Customer,2,I love having Verizon. I get service just about anywhere! @VZWSupport @VZWNow #Verizon
291,Poor service,4,"Hi @verizon , I was trying to upgrade my phone but something weird showed up. Hahaha fix your website coz Im really scared if this happen to me as 5+ yr customer. https://t.co/GaEOgVi04w"
292,Happy Customer,2,@Dogmaster237 @JohnLegere @verizon Thanks I just wish they would make it more clear. Same with the $20 upgrade fee. I wish it was more clear
293,Poor service,4,"@JohnLegere @verizon Maybe, but the coverage is so much better."
294,Poor service,4,@verizon did you get hacked?  I got a phone call from my own number that said my at&amp;t account needed addressing.  Also happened to 4 other people I know...?
295,Poor service,4,@JohnLegere @verizon Thanks for the offer but it's not like you could honor me getting a tablet without data on monthly installments. I just wish I would have known that before going into the store
296,Happy Customer,2,RT @verizon: Seamless signal from subway to street to arena. #BestForAGoodReason https://t.co/8o5dBhmETW
297,Churning/Lost customer,1,@JohnLegere @verizon John your already ahead of Verizon and my idea/opportunity will guarantee you stay on top for many years! PM me to set a meeting. This is in no way a scam or a waste of your time. I promise you that! I am putting stats together and gi
298,Happy Customer,2,RT @verizon: More population in the same area. More capacity to the same network. #BestForAGoodReason https://t.co/czt0KqXPub
299,Poor service,4,"@verizon my phone has been acting up. it's been on ""searching for signal"" for almost a whole day now... wtf??"
300,Poor service,4,"@JohnLegere @verizon Ohhhh, like their 90s business practices?? (You know from when their network was good and worth an expensive price)"
301,Churning/Lost customer,1,@JohnLegere @verizon Disappointed today went into T Mobile store tried buying tablet and was told i must have data on the tablet in order to purchase on monthly installments. Really wanted the tablet but I can't pay $10 extra for data i honestly don't nee
302,Poor service,4,"still happening @verizon @VerizonSupport @verizonfios so what's the plan, i get many calls per day asking me why i just called them, i belive this is called spoofing. how are you going to fix it. i pay you for a service, so please do something. @FCC https://t.co/Wz6zuT7roU"
303,Higher Price,3,RT @semien_a: Verizon is taking $118 out of my account tomorrow for my phone bill and I wanna cry bc why do I pay so much for this ho to be…
304,Happy Customer,2,One. Had Verizon since it was called Cellular One and I'm very happy with it. #TheRandom8 https://t.co/Fxrgeyi0NM
305,Happy Customer,2,Why do I feel like Verizon was giving me an attitude? ??? https://t.co/LYSZ4Eouyg
306,Poor service,4,i went to Verizon today and the girl unlocked my phone and was like “is that a kpop background” I STOOD THERE SILENT.
307,Poor service,4,@VerizonSupport @verizon @VZWNow help needed why does my cellphone not work at my apartment ????
308,Poor service,4,"People with iPhones -- are you getting error messages saying you don't have a SIM card installed when you do, in fact, have one installed? The guy at the Verizon store SWEARS this is a huge widespread problem with iPhones the past week or so."
309,Poor service,4,Whats the point of having the cracked screen insurance with Verizon if they don’t offer it for the 8 plus
310,Happy Customer,2,@BrittNull @verizon The sky is the limit @BrittNull. I wish for you continued success in every area of your life. Continue to inspire ?
311,Churning/Lost customer,1,Verizon is not the best phone company I use my cricket phone more just cuz it move faster lol
312,Poor service,4,@JeffGilb @verizon Don't forget the cap they put on you when you hit 20 GB!  I can go through 20 GB in one day at home with just updates.
313,Happy Customer,2,"AT&amp;T and now Verizon. I love having Verizon, the unlimited data and better coverage are killer add ons over AT&amp;T https://t.co/D7xfxePCml"
314,Higher Price,3,"@verizon has got to be the SHITTIEST company I've ever been in service with. Charged me with a $294 bill for one line, had to call THREE times to get rid of the activation fees. Tell your friends, tell yo mama, stop supporting this money SHITHOLE."
315,Poor service,4,@coachbrianhood Got it. Do you know if other Verizon customers are experiencing the same issue? Is this an indoor only problem? ^TMW
316,Higher Price,3,"@maryemmaaaa I know. For my wife and I, it’s over $100 with Verizon. When we were paying off the phones, the bill was over $200 a month!"
317,Happy Customer,2,2. Verizon is much better than T Mobile https://t.co/3MHI7ORihv
318,Poor service,4,@verizon @VerizonSupport why am i getting calls from at least one scammer per week?
319,Happy Customer,2,"@cdotharrison Had 3 (Sprint, ATT, &amp; now on Verizon)Sprint is best pricesATT is best bang for buck (speeds, price, and coverage combined)Verizon has best coverage"
320,Happy Customer,2,"@cdotharrison 3, I have Verizon and won’t have any other. Also I work for Verizon...if you need service hmu #shamelessplug"
321,Happy Customer,2,So much fun hanging with @verizon learning about their Total Mobile Protection. If you shatter your screen or lose your phone (like I’ve done a million times) they got you covered! Even if you’re on vacation (also me ??) #TravelWithVerizon #ad https://t.co/d9Uf8pCGTq
322,Poor service,4,"??? @att is definitely not high on my like list. If Verizon ever gets better service out here, I will drop them in nothing flat. The ONLY reason att hasn’t been dropped yet is because they are the only ones half ass covering where I live."
323,Churning/Lost customer,1,"Two. Sprint, then Verizon, now back to Sprint...And I wish I still had Verizon. https://t.co/NfNdCNtNKS"
324,Higher Price,3,@cdotharrison 2 and no @verizon so expensive for a single plan
325,Poor service,4,"@cdotharrison 3 Voicestream, Verizon, TMobile. Currently on Verizon (2nd time) and wish I was back on Tmobile."
326,Happy Customer,2,@cdotharrison Found Verizon after TMobile. Haven't left since.
327,Poor service,4,@verizon @VZWSupport can I receive some MUCH NEEDED assistance!  @verizon has swapped FOUR phones with me this month.. ALL disfunctional cameras!  Who are checking these refurbished phones because clearly they are not in the condition to be given to YOUR 
328,Poor service,4,"lmao this verizon cust serv is so bad i feel like i’m in a parody. i’ve been transferred twice and this man is casually just “i wonder why they’d transfer you to me...hm, what do you think?” SIRRRRRRR im not an employee IDK ?????"
329,Churning/Lost customer,1,An Technologist experience moving from Verizon after 11+ years to Spring. https://t.co/zdUfq6z4TK
330,Happy Customer,2,@cdotharrison 4 big ones I'm happier with Verizon who i have now
331,Poor service,4,"@RCNconnects @TBSNetwork Cable only broadcast, i.e. NBC on 603, others r out. Internet  is OK, but RCN's web page won't load and their helpdesk phone  BUSY!!! That will teach them to use their own service!  This is the 3rd outage in 6 wks. What's Verizon'"
332,Poor service,4,RT @SFCONLINE: Tired of @verizon wireless and @VZWSupport poor customer service? Retweet this and let them know. It is time switch and get…
333,Happy Customer,2,"@RCNconnects (I’m happy that access to the mobile @verizon network / @VZWNow isn’t down at the same time! You know, because otherwise I couldn’t tweet a about @RCNconnects’ problems.)"
334,Poor service,4,"@RCNconnects you suck...that is all. Sincerely,A person in a non-FIOS area that pays say too much for your service PS @verizon  you also suck. #givemeFios #RCN"
335,Poor service,4,"YAY!!!  I've got signal.... Hey, ya little Verizon bastard... Can ya hear me now?  Kiss my ass! ?"
336,Poor service,4,Bugged out so bad about my phone not working to go to verizon and the guy clicks a fucking button and fixed it n made me look dumb as fuck lol
337,Happy Customer,2,RT @OrlyTheChamp: Honestly Verizon is the best ?
338,Poor service,4,Nothing tops off a Monday quite like an hour long call with Verizon.
339,Poor service,4,now @verizon @VerizonSupport doesnt support usa online? this is becoming rediculous every station i watch u cant use verizon to watch online smh.. time for a switch
340,Churning/Lost customer,1,@RCNconnects Hey so are you gonna pay my @verizon wireless bull this month since I’m using all my data to power my laptop and use apps on my phone to try to troubleshoot this outage? I wish @Verizon had internet svc in my area. I’d switch now.
341,Happy Customer,2,@RCNconnects never had this problem with Verizon.
342,Poor service,4,I will never buy a Chevy or use Verizon’s network because their commercials ruin my day.  Everyday.
343,Poor service,4,RT @SFCONLINE: Tired of @verizon wireless and @VZWSupport poor customer service? Retweet this and let them know. It is time switch and get…
344,Poor service,4,RT @SFCONLINE: Tired of @verizon wireless and @VZWSupport poor customer service? Retweet this and let them know. It is time switch and get…
345,Churning/Lost customer,1,@Verizon ily but y’all are too damn expensive. I need a new phone carrier.
346,Churning/Lost customer,1,@xshatte @JappleStreams I had verizon and I literally had 2 upload and like .5 download now I switched back to xfinity and im getting 400 up and 12 down
347,Churning/Lost customer,1,"@NVIDIA decided to partner with @Verizon. I hate Verizon Wireless because they screwed me over. Well, now i hate Nvidia. Time to buy an AMD graphics card!"
348,Poor service,4,@VerizonSupport how do I fix SIM card is not from Verizon Wireless?
349,Poor service,4,i hate when Verizon leave me on hold for to longggg???
350,Poor service,4,Kids these days...sitting in Verizon counting the things kids get away with that would've bought me a prison sentence from my parents.
351,Poor service,4,Ever since I switched to unlimited data my phone is super slow... What’s up with that @verizon @VerizonSupport ??
352,Poor service,4,How come when I call large companies these days the amount of calls they are receiving is ALWAYS higher than expected?  SHOCKING they are so out of touch with their expected call volume. @verizon
353,Happy Customer,2,"@RCNconnects and their shitty internet is why we are probably moving to Verizon. More money, but you can’t argue with RELIABILITY"
354,Higher Price,3,RT @semien_a: Verizon is taking $118 out of my account tomorrow for my phone bill and I wanna cry bc why do I pay so much for this ho to be…
355,Poor service,4,"@JankHambrams I hear that. Half the reason I even bother with cable anymore is cause streaming coverage of nascar sucks and Verizon FiOS actually charges you more to not have the landline/internet/cable bundle. Most everything else I can get on Netflix, P"
356,Poor service,4,RT @SFCONLINE: Tired of @verizon wireless and @VZWSupport poor customer service? Retweet this and let them know. It is time switch and get…
357,Poor service,4,"I found out in video settings before resetting the router that I could post up to 30 minute videos on Facebook and only 2 minutes on Twitter, so I was going to change it, but instead per the advice from that guy who replied through verizon support on Twitter I resented the router"
358,Poor service,4,My name is loser McDonald House on Verizon store to buy the car flipped the whole thing they talked about the Radio
359,Happy Customer,2,@ATT  Equals we only do business with children.  I'd rather pay more with verizon
360,Poor service,4,"RT @KimThagholm: So frustrated with #Verizon! There has been an ""outage"" in my area since Tuesday May 2nd. #poorservice #DSLsucks #VERIZONi…"
361,Poor service,4,"Customer service is a big deal to me. After my experiences with Verizon, I’m ready to switch to T-mobile. Plus we will save so much money!"
362,Poor service,4,@verizon how does that Verizon up thing work. I tried right when the timer went to zero. Then it says all claimed. That’s just ridiculous. Is that a scam to use coins for other stuff. That’s just bullcrap. Sorry.
363,Higher Price,3,RT @semien_a: Verizon is taking $118 out of my account tomorrow for my phone bill and I wanna cry bc why do I pay so much for this ho to be…
364,Poor service,4,@briankrebs Goto Verizon and they say that it’s Apple’s problem since it is an iPhone. Apple says their phone can’t be hacked. Who’s answering my calls?!
365,Poor service,4,Why does upgrading your phone @verizon  always turn into the most awful customer service event of the year @VerizonSupport is such a loose concept here #zombies
366,Higher Price,3,Verizon is taking $118 out of my account tomorrow for my phone bill and I wanna cry bc why do I pay so much for this ho to be so dry :/
367,Poor service,4,"The lady at Verizon asked for my phone password, I said ""69"" she looked at me and said ""69?"" with the biggest wtf face ever.  An I've never been more embarrassed to say yes"
368,Poor service,4,That #verizon #fios kid is so god damn annoying. I know their advertising is clearly working if I'm complaining about it but still
369,Poor service,4,@SoheilBiniaz cont Verizon support and tell them you get no help from yahoo.  I did and they are trying to help. They bought @YahooCare
370,Higher Price,3,Verizon really has the nerve to attempt to sell their 'maps' version. Especially when Google makes a free and better version. Who in the world is buying it besides their grandma/grandpa?
371,Higher Price,3,"@CricketSupport @DJMiKeyV2012 I’ve had Sprint, AT&amp;T AND Verizon and this is the best service by far I’ve ever had! Also I don’t randomly get charged, and pay 50% less"
372,Churning/Lost customer,1,I hate paying premium ?for terrible service from @verizon   Looking forward to getting back to @TMobile
373,Happy Customer,2,Verizon got the best service I can’t lie ...
374,Poor service,4,@katierohr24 @verizon customer service has gone down the drain.
375,Happy Customer,2,"@ATT you didn’t drop your advertisements from Laura Ingraham’s time slot, so I dropped you! Hello @verizon!"
376,Poor service,4,Customer service at Verizon still refuses to comply with my request. #SHALLWEPLAYAGAME #TYLER #TEAMTYLER Execute &gt;Verizon Wireless stock dump.
377,Poor service,4,"RT @TheAbusbeih: My family went to Verizon for 3 days to switch from T-Mobile, worst mistake, the internet was so slow. YouTube froze every…"
378,Poor service,4,"WTF Verizon no longer supports my iPad! I knew when apps started telling me I need 10.0, I was in trouble. It still seems fast to me?! My iPad is my best friend. I am jack's seething sadness."
379,Higher Price,3,"@LeoBajbeh @JohnLegere That's what they are doing, hence the growth in business for TMobile. Att lies and steals, Verizon over charges for shit tier quality at best. Sprint is and always will be trash because they can't get their heads out of their ass an"
380,Poor service,4,RT @SFCONLINE: Tired of @verizon wireless and @VZWSupport poor customer service? Retweet this and let them know. It is time switch and get…
381,Happy Customer,2,@smartandfit1910 The ultimate LTE experience is found on the better network. Have you considered switching to Verizon? *CKJ https://t.co/nCTAJTy60l
382,Poor service,4,@verizon ...this service is the worst...
383,Poor service,4,"@verizon got my almost 700 dollars for 3 lines that i opened with them and still not get my devices. Every time i call them, they put on a forever hold. They just promised and promised.... Att: New, dissapointed /upset customer."
384,Poor service,4,RT @SFCONLINE: Tired of @verizon wireless and @VZWSupport poor customer service? Retweet this and let them know. It is time switch and get…
385,Poor service,4,That moment you're so stressed that your mom sends you home from the Verizon store because you're about to snap on the salesman for being rude. #NewLevelStress #NewLow #IWillSurvive #ButSalesmanWont
386,Poor service,4,Verizon tried their best to stop us from getting internet service.
387,Poor service,4,@ScarletPolice I’m just coolin it with Verizon rn but I’m like 95% sure I’m being throttled because we just got rid of cable and phone to get a better internet package and we are not at all getting what we are paying for
388,Poor service,4,So tanner has been having troubles charging his phone for a couple weeks so i kept telling him to take it in to @verizon to get it looked at.... turns out he had fricken pocket lint stuck in his port?? y’all I’m wilding about this??
389,Churning/Lost customer,1,@OptimumHelp When I switched from Verizon to optimum Altice the salesman told me not to pay my last Verizon bill - optimum would pay it - can you tell me when they will pay this?  Thanks
390,Poor service,4,"Shame on @VZWNow  @verizon  @VerizonSupport for the abysmal customer service today.  I’m still on the line at OVER ONE HOUR.  I have been a customer for almost 20 years and considering the amount I pay per month, Verizon should have stellar customer care.   I’m canceling my acct. https://t.co/tPJkJM9F1t"
391,Poor service,4,@VerizonSupport @verizon completely disappointed with your service and providing customer service to my elderly parents. They have not had a working line for weeks now; they can only dial out. I'm unable to call them. #PleaseAdvise
392,Higher Price,3,"Idk why I buy a $50 glass screen protector if they crack so easy, now I gotta go back to Verizon and get it changed ???"
393,Poor service,4,Words cannot express how much I get frustrated just dealing with Verizon
394,Higher Price,3,"@VZWsupport @Verizon customer service is aweful. International package was in place, now being charged $425 international fees. Trinity in customer relations no help! Please help my 70 year old mother-in-law with her bill!"
395,Poor service,4,RT @swampchief: Why have unlimited data if it truly isn’t unlimited? #Verizon you bunch of liars.
396,Poor service,4,"@ATTCares My Dad's been without a phone for 5 days, thats the problem, he's dealing with it, thanks, but it shouldn't take that long and you shouldn't make him buy a new phone with Verizon. They said 24 hours but its been 5 days."
397,Poor service,4,RT @SFCONLINE: Tired of @verizon wireless and @VZWSupport poor customer service? Retweet this and let them know. It is time switch and get…
398,Poor service,4,@VerizonSupport Who at Verizon is overseeing @YahooCare ? They do NOT help anyone or respond. They blocked me because I kept asking for help. They are do pathetic I'm surprised @verizon various buy them.
399,Poor service,4,@verizon worst customer support ever
400,Poor service,4,I’m telling y’all...don’t get Verizon.
401,Higher Price,3,@_kaasee Way cheaper than Verizon ? I get a discount through my job too
402,Poor service,4,@OfficialTrulee Bro for some reason Verizon changed my number let me call u
403,Poor service,4,#Verizon @verizon  nasty company bad customer service too https://t.co/RSBHHtv8VX
404,Poor service,4,I’ve had no service now for about 5 hours @AppleSupport @verizon
405,Poor service,4,@alop2b @Bjfromtheblock @lil3800jesus @longlivetrawww what the fuck y'all got then? verizon? ???
406,Poor service,4,@verizon who does one call when they have phone wire hanging down after a storm?
407,Poor service,4,"Verizon will have you on hold for 30+ mins, try to resolve your issue for another hour and still not have a resolution???"
408,Churning/Lost customer,1,Nothing loads fast i should of never switched from att damn you Verizon
409,Poor service,4,Verizon really is shit
410,Poor service,4,@verizon when will your internet become good by the way?
411,Higher Price,3,@ayeeeTOYA I have no idea lol. They’re already lowkey expensive as is.. I don’t want extra fees. My service has been trash lately tho so I’m ready to cut Verizon off ?
412,Churning/Lost customer,1,@JohnLegere why is it when I use JOD I get billed for a full month for both the old and new phones even though I just swapped them out with JOD. No Pro-rating or billing adjustments. I left @verizon to get away from this stuff.
413,Poor service,4,@verizon according to @ring this is your issue? Strange right? https://t.co/CRmDvM9unc
414,Poor service,4,"@VZWSupport With all due respect, I have been a Verizon customer for longer than the 10-year @verizon veteran who served me. If the invoices could be understood, I'd understand them by now. 1/2"
415,Poor service,4,Anyone else in Cleveland have Verizon and have had no service all day
416,Churning/Lost customer,1,Best feeling in the goddamn worldSpectrum/Time Warner let me block my dad's phone number for good. Verizon didn't. Fuck that old man.
417,Poor service,4,Is anyone’s Verizon service today more garbage than usual?
418,Poor service,4,@angelinadxo1 Yeah i got verizon sorry about that ????
419,Churning/Lost customer,1,@CricketSupport Aw :( I just switched over today from Verizon. Is there any way that you can add it when it does become available? :)
420,Churning/Lost customer,1,RT @allied1987: @TMobile @JohnLegere  When you switch from @Verizon  and you realize all the extra perks your getting just for being a cust…
421,Happy Customer,2,"Hey @AppleSupport - how do I get a phone purchased full price from Best Buy that is locked due to your USA FLEX policy? T-Mobile can’t unlock it because it’s not their phone. My call to you said to call T-Mobile, I’m trying to use Verizon."
422,Churning/Lost customer,1,"@VerizonSupport I have, I have been a Verizon customer via business and residential for over 10 years.  We no longer needed this service at our office as we instead have our employees telecommute and each pays Fios separately. The contract renewed automat"
423,Higher Price,3,"@VZWSupport The price in dollars is OK. But the cost in time, invested to achieve that price, is too high. @verizon writes inexplicable bills. You pay too much in money or spend too much time figuring the bills out. Customers must choose between #Scylla"
424,Poor service,4,RT @blairrbee: Hey @verizon got a jetpack for Home Internet. Used my allotted 15 highspeed points now i can’t do anything else and no other…
425,Poor service,4,"@BowyeJo hi I am really sorry to bother you but I am really upset at one of your employees. After admitting Verizon made an error, he then told me that he had no evidence to back up my claim and couldn’t check the system to verify. Then he hung up on me"
426,Higher Price,3,Verizon is ?. I’ll keep that extra $35  a month
427,Poor service,4,@chefdaddy666 Some Verizon thing that she made me and brother install in our phones bc Erik made a 62 dollar purchase on fortnite lmaoo
428,Poor service,4,Verizon told me they can’t make this stop. How’s your life going? https://t.co/ylh5FIPpFP
429,Poor service,4,@Verizon barely working for me in the @ATLairport cell lot. Trying to follow my Instagram and find out about the succession of Wessex kings through Wikipedia. ?
430,Higher Price,3,@verizon definitely lets me know how important my dollar is by continuing to add #fees to my #Account
431,Potential New Customer,5,"Hey @sprint by the way, FUCK PAUL. I should’ve went to @verizon"
432,Happy Customer,2,@sprint Verizon is better
433,Potential New Customer,5,@JohnLegere T mobile customer service is terrible and the reason I switched to sprint.  Guess now I have to choose verizon or at&amp;t.
434,Higher Price,3,I’m switching to tmobile in a couple of days bc verizon is expensive as hell.
435,Churning/Lost customer,1,That’s why I fuck w Verizon tho they know ima pay it lol
436,Churning/Lost customer,1,"If @TMobile brings back the sidekick, I will leave @verizon &amp; return to them ???? make it happen!"
437,Poor service,4,I’m really drunk rn and I’m talking to Verizon bc my WiFi is broke @VZWNow help me
438,Higher Price,3,I’m so sick of Verizon ????? this high ass phone bill ?
439,Poor service,4,Verizon got me all kinds of fucced up
440,Poor service,4,1 bar?! Come on @verizon! Why the hell am I paying so much for a loading screen?! https://t.co/lmoqgHbT9o
441,Happy Customer,2,"@Shwinnx @ATT @TMobile @sprint @verizon Don’t go to @TMobile, they sucks. Trust me, I just changed from them to @verizon"
442,Poor service,4,"... because no matter how hard they try, I don’t want @verizon to make me use their silly @go90 product. https://t.co/G8YEJugIlk"
443,Poor service,4,"@TMobile sucks!!!! My family and I have been trying to unlock a phone that has been fully paid for but we keep getting the run around, get your act together. No wonder we changed to @verizon... ugh ???"
444,Poor service,4,@keilbasa_al Yesh. Dealing with idiots at Verizon.
445,Poor service,4,"@LovelyNikoleta Imma call it a night.  Good luck getting your thingy fixed.  Oh and don't puke while on the phone with Verizon, ""Can you hear me PUKING now?"" https://t.co/Wm4G5rLL4h"
446,Happy Customer,2,@gfreefun @verizon @ftdflowers Yes! I especially love giving recognition to companies that have their customer service in check!
447,Poor service,4,@JustBobTwo Yes on phone with Verizon
448,Happy Customer,2,@AngieShavs @verizon I had a great customer service experience from @ftdflowers today. It's always a pleasant surprise when everything goes smoothly.
449,Potential New Customer,5,Should I pay the $200 to leave T-Mobile and go to Verizon?
450,Poor service,4,@VZWSupport I already explained. I'm in Mexico and service sucks #verizon
451,Poor service,4,"@Jackal1810 verizon sucks in comparison, when i got my att account they gave me a free ipad lol"
452,Poor service,4,#verizon WHAT IS GOING ON WITH YOUR INTERNET :)))))) you’re worst than ALLLL platforms!!!! And you’re supposed to be the “fastest”
453,Poor service,4,A week later and @verizon is disappointing me
454,Happy Customer,2,"@JohnLegere @TMobile? Really? I've heard people left you for Sprint, than Verizon...oooooooh the merger...yeah, still probably won't be as great as Verizon."
455,Potential New Customer,5,@XFINITY is the worst cable service ever. Why am i paying out the ass to be told i can’t use the channels i pay for??? Lemme make this quick switch to Verizon
456,Churning/Lost customer,1,@amymurakami @verizon @VerizonSupport I’m @ATT! And I fully blame @realDonaldTrump.
457,Poor service,4,"@4Reale @verizon @VerizonSupport K ffff***ckkk this for real.Do we boycott? I will go to sprint I can’t handle this shit. But honestly, im so glad im not alone in this misery ?"
458,Churning/Lost customer,1,@559_FlyJ It’s been years since I had an iPhone !! But yes I’ll text you with my temporary number since AT&amp;T is having issues porting my number to Verizon
459,Poor service,4,Omg Verizon is the worst
460,Poor service,4,Eat my ass @verizon
461,Poor service,4,@__Pnut Okay. My friend like Verizon I’m like uhhhh.. i think tf not
462,Poor service,4,"@verizon Just updated my internet because i ""had to"" and now my connection is trash.  Thanks for sucking got to change provider!"
463,Poor service,4,Any reason I should stick with Verizon and pay $53 a month? Is the grass greener on the other side? ? @ATT @TMobile @sprint @verizon
464,Churning/Lost customer,1,"@JohnLegere @TMobile @sprint My parents are to the point where they are about to switch back over to Verizon. They are in Lynchburg, VA. And was thrilled to switch over and get away from Verizon, but now they are fed up with customer service.."
